28;buckingham, buckinghamshire;51.9983175, -0.9786725;1.0
29;bridgnorth;52.5345626, -2.4194132;1.0
30;finsbury;51.521798, -0.0914245;1.0
31;malton;54.1349419, -0.7965915;1.0
32;shrewsbury;52.707755, -2.7540658;1.0
33;kinsington upon hull;53.770694, -0.32798;0.63
34;barnstable;51.59011705, -2.524661201066831;1.0
35;shoreditch, hoxton;51.5295386, -0.0800864;0.9
36;rossendale;53.6848806, -2.261439758907419;1.0
37;wareham;50.6868972, -2.1098377;1.0
38;leicester;52.6362, -1.1331969;1.0
39;shoreditch, haggerston;51.5390915, -0.0703107;0.9
40;essex, colchester;51.54450755, 0.5840084067307691;0.81
41;sheffield, ecclesall;53.3568319, -1.513869903027171;1.0
42;finsbury, holborn;51.526403, -0.105606;0.0
43;cornwall, lauceston;50.263317, -5.051811;0.5
44;birmingham, king's norton;52.4508239, -1.7253357;0.63
45;bootle;53.4506931, -2.9948834;1.0
46;handsworth, staffordshire;53.3723004, -1.3830121;1.0
47;aylesbury;51.8161412, -0.8130383;1.0
48;durham, consett;54.861762, -1.833626;0.9
49;londonberry city;51.51291, -0.15895;0.0
0;warwick and leaming, warwickshire;52.282749, -1.589157;0.25004699999999996
1;biggleswade, bedfordshire;52.0882012, -0.2589013;1
2;southend-on-sea;51.5388241, 0.7128137;1
3;marylebone;51.5232789, -0.155596;1
4;salisbury;51.0690613, -1.7954134;1
5;hawick;55.422564, -2.7866951;1
6;peterborough, northamptonshire;52.5725769, -0.2427336;1
7;newington;55.9328287, -3.1732062;1
8;dundalk;54.00580265, -6.470824187744183;1
9;boston;52.9776561, -0.0237985;1
10;middlesex, hornsey;51.472718, -0.323957;0.81
11;kin, perthshire and kinross-shire;56.206555, -3.43298;0
12;nort, midlothian and peeblesshire;55.835504, -3.173787;0
13;beverley;53.8425488, -0.4315677;1
14;wednesbury;52.5521806, -2.0224441;1
15;chatham;51.3819167, 0.526559;1
16;devizes;51.3525027, -1.9958302;1
17;dover;51.1251275, 1.3134228;1
18;leyton;51.5568183, -0.0051322;1
19;sheffield, hallam;51.4613945, -1.7180334;0.5
20;brecon;51.9472048, -3.391696;1
21;newcasle-upon-tyne;54.989692, -1.627914;1
22;oldham;53.5415797, -2.1147831;1
